kbobID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,AVG,SLG,OBP,PA,TB
9020,91470,1993,1,KBO,Samsung,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9021,91470,1994,1,KBO,Samsung,25,32,3,6,1,0,0,0,0,1,1,7,1,0.188,0.219,0.212,33,7
9022,91470,1995,1,KBO,Samsung,115,328,39,78,14,2,5,28,23,6,21,64,4,0.238,0.338,0.299,361,111
9023,91470,1996,1,KBO,Samsung,75,174,31,40,9,0,9,22,6,5,16,37,1,0.23,0.437,0.33,201,76
9024,91470,1997,1,KBO,Samsung,120,399,79,130,37,1,21,66,18,12,34,79,3,0.326,0.581,0.396,452,232
9025,91470,1998,1,KBO,Samsung,78,238,38,69,9,0,13,35,11,4,20,48,9,0.29,0.492,0.375,278,117
9026,91470,1999,1,KBO,Samsung,122,431,64,120,9,2,22,87,26,5,27,102,9,0.278,0.462,0.333,484,199
9027,91470,2000,1,KBO,Samsung,97,310,53,81,14,0,12,52,17,4,26,80,3,0.261,0.423,0.339,360,131
9028,91470,2001,1,KBO,KIA,116,387,64,110,24,1,11,52,13,8,33,58,5,0.284,0.437,0.353,435,169
9029,91470,2002,1,KBO,KIA,81,244,34,76,9,1,7,33,6,2,24,59,8,0.311,0.443,0.377,273,108
9030,91470,2003,1,KBO,KIA,95,205,29,54,8,1,8,31,1,2,26,47,5,0.263,0.429,0.353,238,88
9031,91470,2004,1,KBO,Samsung,73,105,11,23,5,1,2,9,1,2,8,26,2,0.219,0.343,0.291,118,36
9032,91470,2005,1,KBO,KIA,23,32,2,3,0,0,0,0,0,0,1,13,0,0.094,0.094,0.171,35,3
9033,91470,2006,1,KBO,KIA,8,13,0,1,0,0,0,0,0,0,1,7,0,0.077,0.077,0.143,14,1
9034,91511,1991,1,KBO,Lotte,122,372,66,98,13,6,2,48,18,12,51,38,1,0.263,0.347,0.36,451,129
9035,91511,1992,1,KBO,Lotte,120,466,90,140,17,9,5,49,33,6,51,49,4,0.3,0.408,0.376,537,190
9036,91511,1993,1,KBO,Lotte,120,393,63,111,3,7,1,31,75,25,47,31,2,0.282,0.333,0.363,465,131
9037,91511,1994,1,KBO,Lotte,79,281,47,81,5,3,2,25,25,11,33,32,1,0.288,0.349,0.361,320,98
9038,91511,1995,1,KBO,Lotte,124,458,93,141,13,12,1,42,69,25,62,54,5,0.308,0.395,0.393,540,181
9039,91511,1996,1,KBO,Lotte,103,324,49,88,12,9,2,22,22,9,38,37,4,0.272,0.383,0.346,377,124
9040,91511,1997,1,KBO,Hyundai,110,369,48,91,14,7,2,18,23,12,44,54,5,0.247,0.339,0.33,425,125
9041,91511,1998,1,KBO,Hyundai,126,446,78,143,16,7,5,43,35,17,49,58,2,0.321,0.422,0.398,518,188
9042,91511,1999,1,KBO,Hyundai,129,470,80,137,7,2,4,43,38,12,67,72,1,0.291,0.34,0.38,562,160
9043,91511,2000,1,KBO,Hyundai,87,263,53,83,12,2,1,18,18,8,51,36,0,0.316,0.388,0.436,334,102
9044,91511,2001,1,KBO,Hyundai,125,400,85,130,18,6,4,35,27,15,65,51,5,0.325,0.43,0.426,490,172
9045,91511,2002,1,KBO,Hyundai,126,420,83,126,15,8,3,28,26,11,53,51,2,0.3,0.395,0.394,501,166
9046,91511,2003,1,KBO,Hyundai,129,442,79,119,16,6,3,38,20,9,58,56,3,0.269,0.353,0.365,533,156
9047,91511,2004,1,KBO,Hyundai,132,487,88,142,10,7,4,48,53,7,63,64,4,0.292,0.366,0.377,581,178
9048,91511,2005,1,KBO,Hyundai,94,278,34,74,8,2,0,22,18,8,25,42,1,0.266,0.309,0.332,320,86
9049,91511,2006,1,KBO,Hyundai,109,303,37,87,10,1,1,26,20,7,25,28,3,0.287,0.337,0.345,346,102
9050,91511,2007,1,KBO,Hyundai,121,371,52,110,8,1,1,13,11,8,40,45,6,0.296,0.332,0.377,430,123
9051,91511,2008,1,KBO,Woori,114,352,44,109,16,5,1,24,16,11,35,41,5,0.31,0.392,0.372,391,138
9052,91511,2009,1,KBO,Woori,21,33,2,8,1,0,0,4,2,4,4,5,0,0.242,0.273,0.324,37,9
9053,91514,1991,1,KBO,Lotte,122,463,69,132,29,6,14,75,3,5,43,36,17,0.285,0.464,0.346,528,215
9054,91514,1992,1,KBO,Lotte,124,445,91,149,43,3,14,79,7,7,69,42,12,0.335,0.539,0.424,529,240
9055,91514,1993,1,KBO,Lotte,31,103,10,37,8,1,1,18,1,1,18,9,4,0.359,0.485,0.459,123,50
9056,91514,1995,1,KBO,Lotte,50,178,21,60,16,1,2,34,2,0,21,21,2,0.337,0.472,0.408,201,84
9057,91514,1996,1,KBO,Lotte,94,366,49,113,25,1,5,61,2,0,32,39,11,0.309,0.423,0.367,405,155
9058,91514,1997,1,KBO,Lotte,102,341,33,78,10,2,3,40,2,3,33,33,15,0.229,0.296,0.293,384,101
9059,91514,1998,1,KBO,Lotte,113,406,56,129,24,2,13,79,1,3,52,47,5,0.318,0.483,0.394,473,196
9060,91514,1999,1,KBO,Lotte,127,456,83,150,17,3,11,83,0,3,63,60,17,0.329,0.452,0.409,540,206
9061,91514,2000,1,KBO,Lotte,107,386,51,110,15,2,6,53,3,0,47,42,13,0.285,0.381,0.362,439,147
9062,91514,2001,1,KBO,Lotte,118,356,35,88,25,1,7,59,1,2,46,41,18,0.247,0.382,0.331,415,136
9063,91514,2002,1,KBO,Lotte,103,267,26,70,14,1,7,38,0,2,32,32,4,0.262,0.401,0.356,308,107
9064,91514,2003,1,KBO,Lotte,50,72,5,20,2,0,2,17,0,1,10,11,3,0.278,0.389,0.349,86,28
9065,91514,2004,1,KBO,Lotte,26,18,2,5,0,0,0,3,0,0,9,3,2,0.278,0.278,0.519,27,5
9066,91523,1991,1,KBO,Lotte,15,15,0,2,0,0,0,1,0,0,0,4,0,0.133,0.133,0.133,16,2
9067,91523,1992,1,KBO,Lotte,83,96,11,17,2,1,0,3,0,1,2,18,1,0.177,0.219,0.202,100,21
9068,91523,1993,1,KBO,Lotte,105,253,30,66,5,4,3,22,2,2,20,33,1,0.261,0.348,0.32,286,88
9069,91523,1994,1,KBO,Lotte,99,248,27,61,9,3,3,30,7,4,20,35,7,0.246,0.343,0.31,283,85
9070,91523,1995,1,KBO,Lotte,122,325,37,70,14,4,1,32,5,3,36,53,3,0.215,0.292,0.299,383,95
9071,91523,1996,1,KBO,Lotte,115,302,33,73,11,3,4,31,6,6,27,41,3,0.242,0.338,0.31,350,102
9072,91523,1997,1,KBO,Lotte,114,289,21,67,16,1,2,21,11,8,16,48,6,0.232,0.315,0.278,316,91
9073,91523,1998,1,KBO,Lotte,120,323,36,77,16,2,5,43,13,10,24,51,7,0.238,0.347,0.306,367,112
9074,91523,1999,1,KBO,Lotte,130,389,54,106,20,1,6,53,18,6,25,46,9,0.272,0.375,0.328,447,146
9075,91523,2000,1,KBO,Lotte,133,382,47,95,10,3,3,33,14,9,36,50,8,0.249,0.314,0.322,437,120
9076,91523,2001,1,KBO,Lotte,105,335,48,101,14,1,2,37,6,6,23,28,5,0.301,0.367,0.352,374,123
9077,91523,2002,1,KBO,SK,131,488,51,126,21,3,12,50,15,10,26,45,13,0.258,0.387,0.308,548,189
9078,91523,2003,1,KBO,SK,129,369,43,78,16,1,4,36,14,7,44,42,13,0.211,0.293,0.299,452,108
9079,91523,2004,1,KBO,SK,129,435,57,113,13,1,4,40,11,3,23,42,11,0.26,0.322,0.3,489,140
9080,91523,2005,1,KBO,SK,125,440,58,122,19,0,2,37,20,5,39,48,14,0.277,0.334,0.346,508,147
9081,91523,2006,1,KBO,Hanwha,121,375,41,79,17,0,5,27,11,3,31,54,18,0.211,0.296,0.277,428,111
9082,91523,2007,1,KBO,Hanwha,118,395,43,108,17,0,6,47,7,3,29,36,9,0.273,0.362,0.332,451,143
9083,91523,2008,1,KBO,Hanwha,114,357,26,86,13,0,5,35,13,3,30,37,6,0.241,0.319,0.303,397,114
9084,91523,2009,1,KBO,Hanwha,105,272,33,56,11,1,4,29,1,1,22,28,11,0.206,0.298,0.278,308,81
9085,91545,1993,1,KBO,Lotte,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9086,91556,1992,1,KBO,Lotte,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9087,91558,1992,1,KBO,Lotte,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,4,0
9088,91558,1993,1,KBO,Lotte,5,6,1,2,0,1,0,0,0,0,1,3,0,0.333,0.667,0.429,7,4
9089,91608,1994,1,KBO,Haitai,72,216,23,56,10,1,0,27,0,2,7,39,4,0.259,0.315,0.278,232,68
9090,91608,1995,1,KBO,Haitai,83,211,18,60,11,3,3,29,1,0,30,40,4,0.284,0.408,0.375,251,86
9091,91608,1996,1,KBO,Haitai,115,325,35,80,12,3,4,37,2,0,26,61,3,0.246,0.338,0.316,365,110
9092,91608,1997,1,KBO,Haitai,94,294,40,72,15,0,7,33,1,1,25,55,6,0.245,0.367,0.318,331,108
9093,91608,1998,1,KBO,Haitai,81,209,19,46,10,0,6,31,0,0,15,20,7,0.22,0.354,0.284,231,74
9094,91608,1999,1,KBO,SBW,95,296,31,69,16,1,3,36,8,2,26,57,8,0.233,0.324,0.298,330,96
9095,91608,2000,1,KBO,SK,6,11,1,2,0,0,0,2,0,0,1,4,0,0.182,0.182,0.308,13,2
9096,91624,1995,1,KBO,Haitai,13,24,0,4,1,0,0,2,0,0,1,10,0,0.167,0.208,0.231,26,5
9097,91624,1996,1,KBO,Haitai,14,11,1,2,0,0,0,0,0,0,3,4,0,0.182,0.182,0.357,14,2
9098,91624,1997,1,KBO,Haitai,7,11,1,2,0,0,1,1,0,0,0,5,0,0.182,0.455,0.182,11,5
9099,91624,1998,1,KBO,Haitai,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9100,91699,1990,1,KBO,Samsung,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
9101,91708,1991,1,KBO,Binggrae,31,50,5,11,3,1,0,6,0,1,1,10,1,0.22,0.32,0.25,53,16
9102,91708,1992,1,KBO,Binggrae,6,10,1,2,0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,11,2
9103,91708,1993,1,KBO,Binggrae,34,33,2,5,0,0,0,3,0,1,1,14,2,0.152,0.152,0.176,35,5
9104,91729,1992,1,KBO,Binggrae,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9105,91734,1991,1,KBO,Binggrae,57,77,7,19,3,0,0,5,2,1,8,16,5,0.247,0.286,0.326,88,22
9106,91734,1992,1,KBO,Binggrae,93,194,36,52,6,3,4,30,8,2,38,45,7,0.268,0.392,0.391,236,76
9107,91734,1993,1,KBO,Binggrae,113,349,35,75,16,1,2,26,15,3,31,84,8,0.215,0.284,0.284,391,99
9108,91734,1996,1,KBO,Samsung,13,27,0,3,1,0,0,0,1,1,0,7,0,0.111,0.148,0.143,28,4
9109,91734,1997,1,KBO,Samsung,67,179,23,46,6,0,3,26,14,4,14,35,2,0.257,0.341,0.313,201,61
9110,91734,1998,1,KBO,Samsung,70,143,9,32,5,2,1,16,6,7,15,32,5,0.224,0.308,0.302,167,44
9111,91734,1999,1,KBO,SBW,59,178,25,43,7,1,4,23,12,4,19,43,6,0.242,0.36,0.315,199,64
9112,91734,2000,1,KBO,SK,97,212,31,57,10,0,5,32,7,4,19,52,6,0.269,0.387,0.339,238,82
9113,91734,2001,1,KBO,SK,103,192,30,45,9,0,1,19,12,6,13,46,1,0.234,0.297,0.294,221,57
9114,91734,2002,1,KBO,SK,74,107,14,23,8,0,1,10,6,0,2,32,1,0.215,0.318,0.234,116,34
9115,91739,1991,1,KBO,Binggrae,92,150,21,38,7,1,3,21,3,2,13,19,5,0.253,0.373,0.323,175,56
9116,91739,1992,1,KBO,Binggrae,115,230,28,53,8,1,6,21,4,2,23,30,5,0.23,0.352,0.313,264,81
9117,91739,1993,1,KBO,Binggrae,41,78,10,21,3,0,3,8,0,1,8,19,3,0.269,0.423,0.333,88,33
9118,91739,1994,1,KBO,Hanwha,68,128,11,26,6,1,4,13,0,2,6,30,3,0.203,0.359,0.261,142,46
9119,91739,1995,1,KBO,Hanwha,76,136,15,33,5,0,9,25,0,3,10,20,1,0.243,0.478,0.316,157,65
9120,91739,1996,1,KBO,Hanwha,73,125,14,32,5,2,3,22,2,1,13,26,5,0.256,0.4,0.329,145,50
9121,91739,1997,1,KBO,Hanwha,73,98,15,27,8,0,4,16,2,0,9,31,1,0.276,0.48,0.36,115,47
9122,91739,1998,1,KBO,Hanwha,67,105,15,30,9,0,5,17,0,0,8,22,6,0.286,0.514,0.339,119,54
9123,91739,1999,1,KBO,Hanwha,80,82,11,25,3,1,6,21,0,1,4,19,2,0.305,0.585,0.333,88,48
9124,91739,2000,1,KBO,Hanwha,104,175,21,41,5,0,6,27,0,0,12,54,3,0.234,0.366,0.293,193,64
9125,91739,2001,1,KBO,Hanwha,59,95,12,24,6,1,5,13,1,2,13,26,2,0.253,0.495,0.351,118,47
9126,91739,2002,1,KBO,Hanwha,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0
9127,91750,1991,1,KBO,Binggrae,3,4,1,2,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,4,2
9128,91750,1993,1,KBO,Binggrae,20,55,5,17,2,0,0,6,0,4,5,12,2,0.309,0.345,0.367,60,19
9129,91750,1994,1,KBO,Hanwha,31,56,4,13,1,0,0,4,1,0,7,12,2,0.232,0.25,0.343,68,14
9130,91750,1995,1,KBO,Hanwha,8,10,0,2,0,0,0,0,0,0,0,4,1,0.2,0.2,0.2,10,2
9131,91752,1991,1,KBO,Binggrae,31,33,4,10,2,0,0,1,1,0,3,10,0,0.303,0.364,0.361,36,12
9132,91752,1992,1,KBO,Binggrae,18,18,0,3,1,0,0,0,0,0,2,4,0,0.167,0.222,0.286,21,4
9133,91752,1993,1,KBO,Binggrae,5,9,0,2,0,0,0,1,0,0,0,0,0,0.222,0.222,0.222,9,2
9134,91764,1991,1,KBO,Binggrae,12,6,0,2,0,0,0,0,0,0,0,1,1,0.333,0.333,0.333,6,2
9135,91764,1992,1,KBO,Binggrae,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9136,91764,1995,1,KBO,Hanwha,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
9137,91776,1994,1,KBO,Hanwha,10,7,2,1,1,0,0,1,1,0,0,3,1,0.143,0.286,0.25,8,2
9138,91776,1997,1,KBO,Hanwha,4,10,0,2,2,0,0,2,0,0,0,5,0,0.2,0.4,0.2,10,4
9139,91778,1992,1,KBO,Binggrae,7,2,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,2,1
9140,91778,1994,1,KBO,Hanwha,20,14,3,2,0,0,0,0,2,0,0,6,0,0.143,0.143,0.143,14,2
9141,91778,1995,1,KBO,Hanwha,39,15,5,2,1,0,0,1,3,1,3,5,0,0.133,0.2,0.278,20,3
9142,91778,1996,1,KBO,Hanwha,23,14,3,3,1,0,0,1,1,0,1,7,0,0.214,0.286,0.267,15,4
9143,91778,1997,1,KBO,OB,61,83,10,19,2,2,0,8,1,1,3,23,1,0.229,0.301,0.278,92,25
9144,91778,1998,1,KBO,SBW,36,45,3,9,1,0,0,0,1,1,1,15,2,0.2,0.222,0.217,46,10
9145,91803,1991,1,KBO,SBW,124,427,65,112,16,0,27,92,7,4,72,93,9,0.262,0.489,0.37,508,209
9146,91803,1992,1,KBO,SBW,123,398,86,120,28,3,31,96,5,7,114,84,11,0.302,0.621,0.461,525,247
9147,91803,1993,1,KBO,SBW,96,317,36,76,17,2,9,43,11,5,73,57,7,0.24,0.391,0.38,395,124
9148,91803,1994,1,KBO,SBW,108,376,70,119,20,4,25,79,9,10,74,70,10,0.316,0.59,0.43,454,222
9149,91803,1995,1,KBO,SBW,116,402,48,129,34,3,12,72,12,10,72,44,8,0.321,0.51,0.419,482,205
9150,91803,1996,1,KBO,SBW,91,310,47,92,17,3,12,53,3,6,54,48,9,0.297,0.487,0.399,366,151
9151,91803,1997,1,KBO,SBW,111,390,95,134,30,3,26,79,10,7,84,54,11,0.344,0.636,0.46,478,248
9152,91803,1998,1,KBO,SBW,126,434,84,134,28,4,31,90,10,5,104,79,11,0.309,0.606,0.44,541,263
9153,91803,1999,1,KBO,Samsung,130,468,82,137,33,2,28,88,5,4,82,95,9,0.293,0.551,0.403,560,258
9154,91803,2000,1,KBO,Samsung,101,333,69,103,24,1,26,80,5,1,57,56,6,0.309,0.622,0.41,395,207
9155,91803,2001,1,KBO,Samsung,44,85,5,15,2,1,0,9,0,0,16,17,1,0.176,0.224,0.314,102,19
9156,91803,2002,1,KBO,SK,101,284,32,73,15,1,9,46,2,1,47,57,6,0.257,0.412,0.359,337,117
9157,91803,2003,1,KBO,SK,93,236,32,69,7,0,3,18,2,2,27,30,4,0.292,0.36,0.364,265,85
9158,91803,2004,1,KBO,SK,126,403,60,129,24,0,10,67,2,4,57,55,10,0.32,0.454,0.403,465,183
9159,91803,2005,1,KBO,SK,54,112,5,23,4,0,0,11,0,0,15,23,4,0.205,0.241,0.297,130,27
9160,91806,1991,1,KBO,SBW,37,78,6,17,2,2,0,12,1,1,4,18,2,0.218,0.295,0.291,88,23
9161,91806,1992,1,KBO,SBW,25,62,2,14,1,0,0,8,1,0,6,13,0,0.226,0.242,0.29,71,15
9162,91806,1995,1,KBO,SBW,6,6,0,1,0,0,0,0,0,0,0,1,1,0.167,0.167,0.167,6,1
9163,91809,1991,1,KBO,SBW,37,129,19,42,10,0,5,23,8,5,13,25,2,0.326,0.519,0.396,145,67
9164,91809,1992,1,KBO,SBW,87,233,21,55,11,1,3,22,9,2,22,44,1,0.236,0.33,0.314,264,77
9165,91809,1993,1,KBO,SBW,98,236,14,41,7,0,3,14,13,13,25,61,10,0.174,0.242,0.258,273,57
9166,91809,1994,1,KBO,Haitai,77,153,12,20,0,0,1,10,7,1,5,27,2,0.131,0.15,0.174,178,23
9167,91809,1995,1,KBO,Haitai,96,170,14,32,3,0,1,5,9,9,22,39,4,0.188,0.224,0.288,210,38
9168,91809,1996,1,KBO,LG,24,49,6,9,0,0,1,3,4,3,5,18,0,0.184,0.245,0.298,58,12
9169,91809,1997,1,KBO,LG,11,16,1,1,1,0,0,0,0,0,0,7,0,0.063,0.125,0.063,18,2
9170,91818,1996,1,KBO,SBW,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9171,91818,1997,1,KBO,SBW,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
9172,91818,2001,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9173,91823,1992,1,KBO,SBW,44,108,14,24,5,0,2,9,1,1,12,21,9,0.222,0.324,0.309,124,35
9174,91823,1993,1,KBO,SBW,94,244,26,55,6,0,7,32,9,10,14,53,6,0.225,0.336,0.269,265,82
9175,91823,1994,1,KBO,Lotte,5,9,2,2,0,0,1,2,1,0,0,1,3,0.222,0.556,0.222,9,5
9176,91833,1995,1,KBO,SBW,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9177,91833,1996,1,KBO,SBW,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9178,91833,1997,1,KBO,SBW,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9179,91835,1991,1,KBO,SBW,31,62,6,12,1,0,4,6,1,1,8,18,3,0.194,0.403,0.296,72,25
9180,91835,1992,1,KBO,SBW,48,98,5,14,1,0,2,8,1,1,13,20,4,0.143,0.214,0.257,113,21
9181,91835,1993,1,KBO,SBW,12,17,0,1,0,0,0,1,0,0,3,7,0,0.059,0.059,0.2,21,1
9182,91835,1995,1,KBO,Haitai,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9183,91838,1991,1,KBO,SBW,6,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
9184,91838,1992,1,KBO,SBW,5,3,1,1,0,0,0,0,0,0,1,0,1,0.333,0.333,0.5,4,1
9185,91838,1993,1,KBO,SBW,13,11,1,3,1,0,0,0,4,1,0,4,1,0.273,0.364,0.273,11,4
9186,91848,2001,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9187,91848,2004,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9188,91848,2005,1,KBO,SK,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9189,91848,2007,1,KBO,SK,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9190,91848,2008,1,KBO,SK,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
9191,91848,2009,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
9192,91870,1991,1,KBO,SBW,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9193,91871,1991,1,KBO,SBW,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9194,91871,1993,1,KBO,SBW,28,60,3,11,2,0,0,3,2,0,5,10,1,0.183,0.217,0.254,68,13
9195,91872,1991,1,KBO,SBW,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
9196,91875,1993,1,KBO,SBW,5,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0
9197,91875,1996,1,KBO,SBW,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9198,91876,1991,1,KBO,SBW,2,2,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,2,1
9199,91876,1992,1,KBO,SBW,10,7,2,1,0,0,0,0,0,0,2,5,0,0.143,0.143,0.333,9,1
9200,91876,1993,1,KBO,SBW,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
9201,91879,1992,1,KBO,SBW,2,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2,1
9202,91960,1988,1,KBO,OB,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
9203,91960,1989,1,KBO,OB,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
9204,92202,1995,1,KBO,OB,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9205,92204,1992,1,KBO,OB,7,10,1,3,0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,10,3
9206,92204,1993,1,KBO,OB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9207,92204,1994,1,KBO,OB,26,33,2,3,1,0,0,1,0,0,5,13,1,0.091,0.121,0.211,39,4
9208,92204,1995,1,KBO,Hanwha,26,32,2,7,1,0,0,2,0,0,3,7,1,0.219,0.25,0.35,41,8
9209,92204,1996,1,KBO,Hanwha,123,325,24,84,14,3,2,39,1,5,25,56,8,0.258,0.338,0.335,386,110
9210,92204,1997,1,KBO,Hanwha,77,101,9,19,3,0,2,6,1,1,18,20,5,0.188,0.277,0.339,130,28
9211,92204,1998,1,KBO,Hanwha,61,82,5,22,4,0,1,4,0,1,7,18,1,0.268,0.354,0.326,90,29
9212,92204,1999,1,KBO,Hanwha,118,194,32,45,11,0,2,20,2,0,23,45,7,0.232,0.32,0.327,236,62
9213,92204,2000,1,KBO,Hanwha,87,163,13,35,9,0,1,13,0,1,19,46,2,0.215,0.288,0.308,189,47
9214,92204,2001,1,KBO,Hanwha,89,138,16,38,9,0,3,9,2,2,14,30,1,0.275,0.406,0.355,163,56
9215,92204,2002,1,KBO,Hanwha,107,157,15,32,6,0,4,16,1,2,13,41,3,0.204,0.318,0.277,177,50
9216,92204,2003,1,KBO,Hanwha,48,59,4,11,1,0,0,2,0,0,8,9,3,0.186,0.203,0.279,69,12
9217,92206,1992,1,KBO,OB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9218,92206,1993,1,KBO,OB,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333,3,0
9219,92206,1994,1,KBO,OB,21,32,2,8,1,0,0,3,1,0,2,14,0,0.25,0.281,0.314,35,9
9220,92206,1996,1,KBO,OB,5,11,0,3,1,0,0,0,0,0,0,1,1,0.273,0.364,0.273,11,4
9221,92207,1992,1,KBO,OB,19,29,1,3,0,0,0,1,0,0,3,8,1,0.103,0.103,0.182,33,3
9222,92207,1993,1,KBO,OB,75,147,15,30,9,0,2,10,1,1,12,22,2,0.204,0.306,0.287,170,45
9223,92207,1994,1,KBO,OB,77,151,20,36,5,0,6,20,0,3,19,24,1,0.238,0.391,0.343,180,59
9224,92207,1995,1,KBO,OB,103,268,34,75,10,3,5,38,0,1,19,34,6,0.28,0.396,0.33,299,106
9225,92207,1996,1,KBO,OB,125,426,43,107,19,2,8,42,0,1,39,65,11,0.251,0.362,0.316,475,154
9226,92207,1997,1,KBO,OB,69,225,31,64,9,1,9,34,2,2,21,37,11,0.284,0.453,0.36,258,102
9227,92207,1998,1,KBO,OB,116,362,32,90,23,0,6,38,4,1,29,45,6,0.249,0.362,0.31,408,131
9228,92207,1999,1,KBO,Doosan,114,291,33,72,7,0,7,32,5,1,28,34,13,0.247,0.344,0.322,337,100
9229,92207,2000,1,KBO,Doosan,114,328,48,91,16,1,9,39,1,0,35,29,8,0.277,0.415,0.355,377,136
9230,92207,2001,1,KBO,Doosan,131,457,68,129,31,1,17,87,4,1,54,51,17,0.282,0.466,0.368,539,213
9231,92207,2002,1,KBO,Doosan,130,486,50,140,24,4,8,58,5,4,44,65,13,0.288,0.403,0.349,548,196
9232,92207,2003,1,KBO,Doosan,128,475,65,158,28,3,10,72,1,1,48,43,21,0.333,0.467,0.396,539,222
9233,92207,2004,1,KBO,Doosan,125,447,57,125,20,1,10,51,8,3,54,44,15,0.28,0.396,0.372,525,177
9234,92207,2005,1,KBO,Doosan,105,355,54,104,19,0,4,62,1,2,44,39,10,0.293,0.38,0.382,415,135
9235,92207,2006,1,KBO,Doosan,125,423,45,120,21,0,15,70,3,1,50,45,19,0.284,0.44,0.377,499,186
9236,92207,2007,1,KBO,Doosan,109,351,26,96,17,4,2,49,1,0,33,27,13,0.274,0.362,0.341,400,127
9237,92207,2008,1,KBO,Doosan,51,113,9,29,5,0,1,12,1,1,14,16,3,0.257,0.327,0.353,134,37
9238,92207,2009,1,KBO,SK,42,58,6,12,2,0,1,5,0,0,1,9,2,0.207,0.293,0.233,67,17
9239,92207,2010,1,KBO,SK,8,13,2,2,0,0,1,2,0,0,1,2,0,0.154,0.385,0.214,15,5
9240,92209,1993,1,KBO,OB,4,4,1,1,0,0,0,0,0,0,1,0,0,0.25,0.25,0.4,5,1
9241,92209,1994,1,KBO,OB,15,32,1,3,1,0,0,0,1,0,4,9,0,0.094,0.125,0.194,36,4
9242,92209,1995,1,KBO,OB,30,63,7,15,3,1,1,7,0,0,6,15,1,0.238,0.365,0.3,72,23
9243,92209,1996,1,KBO,OB,26,49,3,7,1,0,0,3,0,1,3,10,1,0.143,0.163,0.204,55,8
9244,92209,1997,1,KBO,OB,16,28,2,4,2,0,1,2,0,0,4,6,1,0.143,0.321,0.286,36,9
9245,92210,1994,1,KBO,OB,11,16,0,2,0,0,0,0,0,0,0,3,0,0.125,0.125,0.125,17,2
9246,92210,1995,1,KBO,OB,12,7,1,1,0,0,0,0,0,0,0,1,1,0.143,0.143,0.143,7,1
9247,92210,1997,1,KBO,OB,14,39,4,10,1,0,0,2,0,0,0,8,1,0.256,0.282,0.275,42,11
9248,92210,1998,1,KBO,OB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
