kbobID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
10100,94836,2002,1,KBO,SK,116,297,42,80,8,2,8,36,4,3,17,44,4,314,116,0.269,0.391,0.309,0.699,0.054,0.14
10101,94836,2003,1,KBO,SK,128,452,65,127,18,0,8,48,13,5,35,65,7,487,169,0.281,0.374,0.333,0.707,0.072,0.133
10102,94836,2004,1,KBO,SK,119,386,59,107,17,2,3,35,5,6,42,49,3,428,137,0.277,0.355,0.348,0.703,0.098,0.114
10103,94836,2005,1,KBO,Hanwha,95,351,43,106,17,1,6,42,7,3,31,50,5,382,143,0.302,0.407,0.359,0.766,0.081,0.131
10104,94836,2006,1,KBO,Hanwha,106,341,48,91,10,0,1,25,6,2,30,45,6,371,104,0.267,0.305,0.326,0.631,0.081,0.121
10105,94836,2007,1,KBO,Hanwha,114,319,36,85,15,1,4,26,6,1,23,47,9,342,114,0.266,0.357,0.316,0.673,0.067,0.137
10106,94836,2008,1,KBO,Hanwha,5,5,0,1,0,0,0,0,0,0,0,1,1,5,1,0.2,0.2,0.2,0.4,0.0,0.2
10107,94842,1996,1,KBO,SBW,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
10108,94843,1994,1,KBO,SBW,10,11,0,1,0,0,0,0,0,0,0,5,0,11,1,0.091,0.091,0.091,0.182,0.0,0.455
10109,94843,1995,1,KBO,SBW,8,3,0,2,0,0,0,0,0,0,0,0,0,3,2,0.667,0.667,0.667,1.333,0.0,0.0
10110,94843,1996,1,KBO,SBW,16,10,1,1,0,0,0,0,0,0,1,2,0,11,1,0.1,0.1,0.182,0.282,0.091,0.182
10111,94843,1997,1,KBO,SBW,33,24,6,6,1,0,3,5,1,0,2,5,0,26,16,0.25,0.667,0.308,0.974,0.077,0.192
10112,94843,1998,1,KBO,SBW,97,241,20,57,9,2,1,17,4,1,14,34,8,255,73,0.237,0.303,0.278,0.581,0.055,0.133
10113,94843,1999,1,KBO,SBW,118,346,29,73,8,4,4,36,5,3,25,56,4,371,101,0.211,0.292,0.264,0.556,0.067,0.151
10114,94843,2000,1,KBO,SK,94,212,20,52,10,0,2,21,2,2,14,30,9,226,68,0.245,0.321,0.292,0.613,0.062,0.133
10115,94843,2001,1,KBO,LG,94,196,22,38,4,1,1,14,4,4,19,35,8,215,47,0.194,0.24,0.265,0.505,0.088,0.163
10116,94843,2002,1,KBO,LG,69,108,13,24,2,1,2,7,3,0,8,18,1,116,34,0.222,0.315,0.276,0.591,0.069,0.155
10117,94843,2003,1,KBO,LG,57,56,8,10,0,1,1,4,0,0,3,8,2,59,15,0.179,0.268,0.22,0.488,0.051,0.136
10118,94845,1994,1,KBO,SBW,22,12,7,1,0,0,0,0,2,0,0,3,0,12,1,0.083,0.083,0.083,0.167,0.0,0.25
10119,94845,1996,1,KBO,SBW,11,10,1,2,1,0,0,0,0,0,2,2,0,12,3,0.2,0.3,0.333,0.633,0.167,0.167
10120,94851,1994,1,KBO,SBW,5,6,1,1,0,0,0,0,0,0,0,1,0,6,1,0.167,0.167,0.167,0.333,0.0,0.167
10121,94858,1994,1,KBO,SBW,7,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5
10122,95101,1982,1,KBO,Samsung,53,146,31,42,9,1,5,26,4,2,28,17,5,174,68,0.288,0.466,0.402,0.868,0.161,0.098
10123,95101,1983,1,KBO,Samsung,86,255,30,59,11,0,6,25,2,4,23,34,6,278,88,0.231,0.345,0.295,0.64,0.083,0.122
10124,95101,1984,1,KBO,Samsung,54,132,23,37,6,0,10,28,2,2,18,18,4,150,73,0.28,0.553,0.367,0.92,0.12,0.12
10125,95101,1985,1,KBO,Samsung,51,119,13,32,7,0,3,19,1,1,13,25,2,132,48,0.269,0.403,0.341,0.744,0.098,0.189
10126,95101,1986,1,KBO,Samsung,72,128,17,42,5,1,4,23,2,2,24,19,4,152,61,0.328,0.477,0.434,0.911,0.158,0.125
10127,95101,1987,1,KBO,Chungbo,103,284,33,75,16,2,13,49,4,8,39,59,2,323,134,0.264,0.472,0.353,0.825,0.121,0.183
10128,95101,1988,1,KBO,Pacific,57,138,11,26,5,0,5,17,0,0,16,32,6,154,46,0.188,0.333,0.273,0.606,0.104,0.208
10129,95103,1995,1,KBO,LG,104,276,40,71,8,4,9,39,4,2,22,59,5,298,114,0.257,0.413,0.312,0.725,0.074,0.198
10130,95103,1996,1,KBO,LG,84,184,18,39,7,0,4,21,1,1,17,53,2,201,58,0.212,0.315,0.279,0.594,0.085,0.264
10131,95103,1997,1,KBO,Haitai,36,60,8,12,3,0,1,4,0,0,8,14,3,68,18,0.2,0.3,0.294,0.594,0.118,0.206
10132,95103,1998,1,KBO,Haitai,13,18,1,3,0,0,0,1,0,0,0,6,1,18,3,0.167,0.167,0.167,0.333,0.0,0.333
10133,95103,2002,1,KBO,Hanwha,6,5,0,1,0,0,0,0,0,0,0,2,0,5,1,0.2,0.2,0.2,0.4,0.0,0.4
10134,95114,1995,1,KBO,LG,106,239,32,55,10,4,4,18,2,5,52,42,1,291,85,0.23,0.356,0.368,0.723,0.179,0.144
10135,95114,1996,1,KBO,LG,118,389,59,111,15,1,18,72,1,4,64,58,7,453,182,0.285,0.468,0.386,0.854,0.141,0.128
10136,95114,1997,1,KBO,LG,117,411,54,117,23,1,15,84,5,2,54,51,8,465,187,0.285,0.455,0.368,0.823,0.116,0.11
10137,95114,1998,1,KBO,LG,124,412,47,110,22,1,11,70,0,1,59,65,6,471,167,0.267,0.405,0.359,0.764,0.125,0.138
10138,95114,1999,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10139,95114,2000,1,KBO,Hyundai,130,430,66,114,30,1,21,75,3,2,51,59,7,481,209,0.265,0.486,0.343,0.829,0.106,0.123
10140,95114,2001,1,KBO,Doosan,117,369,83,127,20,1,24,88,7,1,86,50,6,455,221,0.344,0.599,0.468,1.067,0.189,0.11
10141,95114,2002,1,KBO,Doosan,119,383,56,94,16,3,15,57,2,1,67,55,11,450,161,0.245,0.42,0.358,0.778,0.149,0.122
10142,95114,2003,1,KBO,Doosan,111,276,28,65,16,0,5,27,1,0,39,44,6,315,96,0.236,0.348,0.33,0.678,0.124,0.14
10143,95114,2004,1,KBO,KIA,128,372,64,105,23,2,22,81,1,4,79,54,7,451,198,0.282,0.532,0.408,0.94,0.175,0.12
10144,95114,2005,1,KBO,KIA,94,252,34,64,9,0,12,39,3,1,43,50,6,295,109,0.254,0.433,0.363,0.795,0.146,0.169
10145,95114,2006,1,KBO,KIA,56,119,7,21,5,0,2,7,0,2,16,24,1,135,32,0.176,0.269,0.274,0.543,0.119,0.178
10146,95114,2007,1,KBO,KIA,25,51,9,12,4,0,0,4,0,0,7,6,3,58,16,0.235,0.314,0.328,0.641,0.121,0.103
10147,95114,2008,1,KBO,KIA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
10148,95146,1995,1,KBO,LG,7,3,1,1,0,0,0,0,0,0,0,0,1,3,1,0.333,0.333,0.333,0.667,0.0,0.0
10149,95146,1996,1,KBO,LG,19,28,9,9,3,0,0,7,2,1,1,4,0,29,12,0.321,0.429,0.345,0.773,0.034,0.138
10150,95146,1997,1,KBO,LG,120,405,58,114,25,3,8,58,9,4,23,53,18,428,169,0.281,0.417,0.32,0.737,0.054,0.124
10151,95146,1998,1,KBO,LG,103,291,44,82,15,0,8,51,3,3,17,38,8,308,121,0.282,0.416,0.321,0.737,0.055,0.123
10152,95146,1999,1,KBO,LG,108,304,44,69,12,1,6,36,4,3,15,50,8,319,101,0.227,0.332,0.263,0.596,0.047,0.157
10153,95146,2000,1,KBO,Hanwha,37,62,4,9,0,0,1,4,0,0,6,17,1,68,12,0.145,0.194,0.221,0.414,0.088,0.25
10154,95146,2001,1,KBO,Hanwha,68,72,8,16,4,0,0,3,1,3,7,15,4,79,20,0.222,0.278,0.291,0.569,0.089,0.19
10155,95146,2002,1,KBO,Hanwha,7,6,1,1,0,0,0,1,0,0,0,2,1,6,1,0.167,0.167,0.167,0.333,0.0,0.333
10156,95157,1995,1,KBO,LG,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,2.0,0.0,0.0
10157,95158,1996,1,KBO,LG,45,32,4,4,0,0,1,2,0,1,1,9,2,33,7,0.125,0.219,0.152,0.37,0.03,0.273
10158,95158,1997,1,KBO,LG,37,54,7,12,0,0,1,6,0,1,2,10,0,56,15,0.222,0.278,0.25,0.528,0.036,0.179
10159,95158,2000,1,KBO,LG,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10160,95158,2001,1,KBO,LG,106,184,31,45,8,3,1,20,4,0,13,43,5,197,62,0.245,0.337,0.294,0.631,0.066,0.218
10161,95158,2002,1,KBO,LG,125,294,28,64,13,1,4,32,13,5,10,89,5,304,91,0.218,0.31,0.243,0.553,0.033,0.293
10162,95158,2003,1,KBO,LG,78,205,15,36,6,3,1,17,4,2,12,52,2,217,51,0.176,0.249,0.221,0.47,0.055,0.24
10163,95158,2004,1,KBO,LG,124,285,34,67,5,5,2,25,9,5,27,81,5,312,88,0.235,0.309,0.301,0.61,0.087,0.26
10164,95158,2005,1,KBO,LG,79,194,21,46,7,3,9,25,3,2,7,53,1,201,86,0.237,0.443,0.264,0.707,0.035,0.264
10165,95158,2006,1,KBO,LG,79,209,26,49,4,1,3,18,6,3,13,37,4,222,64,0.234,0.306,0.279,0.585,0.059,0.167
10166,95158,2007,1,KBO,LG,121,349,41,84,12,3,4,36,11,4,26,67,14,375,114,0.241,0.327,0.293,0.62,0.069,0.179
10167,95158,2008,1,KBO,LG,76,206,15,47,6,2,1,14,1,2,6,32,5,212,60,0.228,0.291,0.25,0.541,0.028,0.151
10168,95158,2009,1,KBO,LG,128,381,45,94,15,3,7,34,5,3,28,67,11,409,136,0.247,0.357,0.298,0.655,0.068,0.164
10169,95158,2010,1,KBO,SK,61,154,14,35,6,1,3,21,2,2,14,34,2,168,52,0.227,0.338,0.292,0.629,0.083,0.202
10170,95158,2011,1,KBO,SK,28,57,8,12,3,1,1,10,0,1,6,23,0,63,20,0.211,0.351,0.286,0.637,0.095,0.365
10171,95158,2012,1,KBO,SK,3,5,1,1,0,0,0,0,0,0,0,1,0,5,1,0.2,0.2,0.2,0.4,0.0,0.2
10172,95158,2013,1,KBO,LG,68,104,19,24,6,0,4,13,1,0,12,29,1,116,42,0.231,0.404,0.31,0.714,0.103,0.25
10173,95158,2014,1,KBO,LG,8,17,0,2,1,0,0,2,0,0,1,5,1,18,3,0.118,0.176,0.167,0.343,0.056,0.278
10174,95158,2015,1,KBO,Hanwha,116,296,32,65,8,1,5,22,3,6,18,86,4,314,90,0.22,0.304,0.264,0.568,0.057,0.274
10175,95158,2016,1,KBO,Hanwha,40,44,7,11,2,1,0,3,0,0,2,12,2,46,15,0.25,0.341,0.283,0.624,0.043,0.261
10176,95159,1996,1,KBO,LG,5,8,0,1,0,0,0,1,0,0,0,1,0,8,1,0.125,0.125,0.125,0.25,0.0,0.125
10177,95159,2002,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10178,95160,1996,1,KBO,LG,4,4,0,1,0,0,0,1,0,0,0,1,0,4,1,0.25,0.25,0.25,0.5,0.0,0.25
10179,95169,1996,1,KBO,LG,11,5,2,1,0,0,0,0,1,1,0,0,0,5,1,0.2,0.2,0.2,0.4,0.0,0.0
10180,95190,1995,1,KBO,LG,4,9,0,1,0,0,0,0,0,0,0,4,0,9,1,0.111,0.111,0.111,0.222,0.0,0.444
10181,95208,1995,1,KBO,OB,117,154,34,33,3,1,0,10,25,9,15,24,2,169,38,0.214,0.247,0.284,0.531,0.089,0.142
10182,95208,1996,1,KBO,OB,126,490,69,124,20,6,1,26,43,25,42,54,9,532,159,0.253,0.324,0.312,0.637,0.079,0.102
10183,95208,1997,1,KBO,OB,103,377,59,99,9,2,2,34,50,15,46,49,5,423,118,0.263,0.313,0.343,0.656,0.109,0.116
10184,95208,1998,1,KBO,OB,125,480,88,138,19,11,1,36,44,13,51,44,7,531,182,0.288,0.379,0.356,0.735,0.096,0.083
10185,95208,1999,1,KBO,Doosan,129,505,100,164,28,8,2,55,57,13,70,56,12,575,214,0.325,0.424,0.407,0.831,0.122,0.097
10186,95208,2000,1,KBO,Doosan,127,502,82,139,23,3,3,50,47,7,47,40,5,549,177,0.277,0.353,0.339,0.691,0.086,0.073
10187,95208,2001,1,KBO,Doosan,122,467,95,143,21,9,2,53,52,11,71,51,8,538,188,0.306,0.403,0.398,0.8,0.132,0.095
10188,95208,2002,1,KBO,Doosan,122,426,58,100,9,2,3,22,40,14,44,51,8,470,122,0.235,0.286,0.306,0.593,0.094,0.109
10189,95208,2003,1,KBO,Doosan,89,262,32,84,11,3,0,17,15,7,24,27,1,286,101,0.321,0.385,0.378,0.763,0.084,0.094
10190,95208,2004,1,KBO,Lotte,92,292,37,75,11,1,3,29,24,5,38,38,4,330,97,0.257,0.332,0.342,0.675,0.115,0.115
10191,95208,2005,1,KBO,Lotte,109,370,63,106,21,2,0,29,21,15,49,53,3,419,131,0.286,0.354,0.37,0.724,0.117,0.126
10192,95208,2006,1,KBO,Lotte,83,295,44,84,14,1,2,21,19,4,26,36,7,321,106,0.285,0.359,0.343,0.702,0.081,0.112
10193,95208,2007,1,KBO,Lotte,105,341,45,100,25,1,4,36,10,5,42,38,6,383,139,0.293,0.408,0.371,0.778,0.11,0.099
10194,95208,2008,1,KBO,Lotte,80,309,51,90,16,0,0,25,24,13,51,40,5,360,106,0.291,0.343,0.392,0.735,0.142,0.111
10195,95208,2009,1,KBO,Lotte,15,59,9,14,0,0,1,7,3,0,5,7,2,64,17,0.237,0.288,0.297,0.585,0.078,0.109
10196,95233,1995,1,KBO,OB,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5
10197,95233,1996,1,KBO,OB,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
10198,95235,1998,1,KBO,OB,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0
10199,95235,2001,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10200,95235,2002,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10201,95235,2003,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10202,95235,2004,1,KBO,LG,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10203,95247,2004,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10204,95269,1995,1,KBO,OB,5,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6
10205,95269,1996,1,KBO,OB,50,56,5,7,2,1,1,9,0,1,8,21,1,64,14,0.125,0.25,0.234,0.484,0.125,0.328
10206,95269,1997,1,KBO,OB,25,54,3,11,4,0,1,4,3,0,5,15,2,59,18,0.204,0.333,0.271,0.605,0.085,0.254
10207,95273,1983,1,KBO,Haitai,46,110,8,26,2,0,2,11,3,1,7,10,4,117,34,0.236,0.309,0.282,0.591,0.06,0.085
10208,95273,1984,1,KBO,Haitai,33,68,6,13,4,1,1,8,0,0,3,11,1,71,22,0.191,0.324,0.225,0.549,0.042,0.155
10209,95273,1985,1,KBO,Haitai,54,112,12,28,6,1,1,14,1,1,4,11,5,116,39,0.25,0.348,0.276,0.624,0.034,0.095
10210,95273,1986,1,KBO,OB,62,123,7,25,2,0,0,8,1,1,14,12,6,137,27,0.203,0.22,0.285,0.504,0.102,0.088
10211,95316,1995,1,KBO,Pacific,36,52,1,10,1,0,0,3,0,0,7,10,1,59,11,0.192,0.212,0.288,0.5,0.119,0.169
10212,95316,1996,1,KBO,Hyundai,6,13,2,4,0,0,0,0,0,0,0,3,0,13,4,0.308,0.308,0.308,0.615,0.0,0.231
10213,95316,1999,1,KBO,Hyundai,3,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0.0,0.0,0.333,0.333,0.333,0.0
10214,95316,2000,1,KBO,Hyundai,3,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0
10215,95316,2001,1,KBO,Hyundai,25,26,6,6,1,0,0,1,0,0,2,4,0,28,7,0.231,0.269,0.286,0.555,0.071,0.143
10216,95316,2002,1,KBO,Hyundai,23,20,5,3,0,0,1,2,0,0,2,4,1,22,6,0.15,0.3,0.227,0.527,0.091,0.182
10217,95318,1995,1,KBO,Pacific,2,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1.0,1.0,1.0,2.0,0.5,0.0
10218,95318,2005,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10219,95319,1995,1,KBO,Pacific,18,29,4,7,2,0,0,2,0,2,1,4,1,30,9,0.241,0.31,0.267,0.577,0.033,0.133
10220,95319,1997,1,KBO,Hyundai,5,7,0,2,0,0,0,1,0,0,1,0,0,8,2,0.286,0.286,0.375,0.661,0.125,0.0
10221,95322,1995,1,KBO,Pacific,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
10222,95324,1995,1,KBO,Pacific,13,21,2,6,1,0,1,4,0,0,2,5,1,23,10,0.286,0.476,0.348,0.824,0.087,0.217
10223,95409,1995,1,KBO,Samsung,109,281,32,70,11,5,3,32,10,5,16,61,3,297,100,0.249,0.356,0.29,0.645,0.054,0.205
10224,95409,1996,1,KBO,Samsung,115,320,31,73,12,2,2,28,40,11,32,76,6,352,95,0.228,0.297,0.298,0.595,0.091,0.216
10225,95409,1997,1,KBO,Samsung,30,17,7,3,1,0,1,2,1,0,1,5,1,18,7,0.176,0.412,0.222,0.634,0.056,0.278
10226,95409,1998,1,KBO,Samsung,72,100,8,25,2,0,0,5,9,5,5,25,2,105,27,0.25,0.27,0.286,0.556,0.048,0.238
10227,95409,2001,1,KBO,Samsung,70,138,18,36,5,1,1,9,6,4,10,38,1,148,46,0.261,0.333,0.311,0.644,0.068,0.257
10228,95409,2002,1,KBO,Samsung,83,92,17,19,1,0,2,10,5,1,8,26,0,100,26,0.207,0.283,0.27,0.553,0.08,0.26
10229,95409,2003,1,KBO,Samsung,85,161,23,32,7,1,0,10,2,2,10,35,4,171,41,0.199,0.255,0.246,0.5,0.058,0.205
10230,95409,2004,1,KBO,Samsung,64,64,12,12,2,0,0,3,2,3,5,21,1,69,14,0.188,0.219,0.246,0.465,0.072,0.304
10231,95409,2005,1,KBO,Samsung,103,231,22,57,7,0,1,23,8,8,17,59,6,248,67,0.247,0.29,0.298,0.588,0.069,0.238
10232,95409,2006,1,KBO,Samsung,115,171,35,36,6,1,0,11,9,3,13,42,5,184,44,0.211,0.257,0.266,0.524,0.071,0.228
10233,95409,2007,1,KBO,Samsung,116,314,40,73,12,0,2,22,17,7,34,68,6,348,91,0.232,0.29,0.307,0.597,0.098,0.195
10234,95409,2008,1,KBO,Samsung,99,187,19,43,4,3,1,11,6,3,20,29,11,207,56,0.23,0.299,0.304,0.604,0.097,0.14
10235,95409,2009,1,KBO,Samsung,64,52,7,11,2,0,1,4,4,2,11,16,0,63,16,0.212,0.308,0.349,0.657,0.175,0.254
10236,95411,1996,1,KBO,Samsung,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
10237,95422,1995,1,KBO,Samsung,36,31,4,5,0,0,0,3,0,0,2,10,0,33,5,0.161,0.161,0.212,0.373,0.061,0.303
10238,95422,1996,1,KBO,Samsung,90,149,9,20,4,0,0,6,1,0,6,32,2,155,24,0.134,0.161,0.168,0.329,0.039,0.206
10239,95422,1997,1,KBO,Samsung,76,156,17,26,4,3,3,14,0,3,15,34,2,171,45,0.167,0.288,0.24,0.528,0.088,0.199
10240,95422,1998,1,KBO,Samsung,100,178,8,32,10,0,0,8,0,3,13,47,4,191,42,0.18,0.236,0.236,0.472,0.068,0.246
10241,95422,1999,1,KBO,Samsung,97,189,8,26,4,0,2,13,0,0,10,45,7,199,36,0.138,0.19,0.181,0.371,0.05,0.226
10242,95422,2001,1,KBO,Hanwha,7,11,1,2,0,0,0,1,2,0,3,3,0,14,2,0.182,0.182,0.357,0.539,0.214,0.214
10243,95436,1995,1,KBO,Samsung,121,365,55,104,29,1,13,73,0,3,33,54,4,398,174,0.285,0.477,0.344,0.821,0.083,0.136
10244,95436,1996,1,KBO,Samsung,122,459,57,139,32,6,9,76,4,1,34,42,10,493,210,0.303,0.458,0.351,0.808,0.069,0.085
10245,95436,1997,1,KBO,Samsung,126,517,96,170,37,3,32,114,5,2,49,79,10,566,309,0.329,0.598,0.387,0.985,0.087,0.14
10246,95436,1998,1,KBO,Samsung,126,477,100,146,32,2,38,102,0,2,78,97,4,555,296,0.306,0.621,0.404,1.024,0.141,0.175
10247,95436,1999,1,KBO,Samsung,132,486,128,157,33,2,54,123,10,2,112,114,7,598,356,0.323,0.733,0.45,1.182,0.187,0.191
10248,95436,2000,1,KBO,Samsung,125,454,108,133,33,0,36,95,4,5,80,113,5,534,274,0.293,0.604,0.399,1.002,0.15,0.212
10249,95436,2001,1,KBO,Samsung,127,463,101,128,31,2,39,95,4,2,96,130,6,559,280,0.276,0.605,0.401,1.005,0.172,0.233
10250,95436,2002,1,KBO,Samsung,133,511,123,165,42,2,47,126,1,2,89,109,11,600,352,0.323,0.689,0.423,1.112,0.148,0.182
10251,95436,2003,1,KBO,Samsung,131,479,115,144,23,0,56,144,7,0,101,89,11,580,335,0.301,0.699,0.422,1.122,0.174,0.153
10252,95436,2012,1,KBO,Samsung,126,488,84,150,28,2,21,85,6,0,59,101,10,547,245,0.307,0.502,0.382,0.884,0.108,0.185
10253,95436,2013,1,KBO,Samsung,111,443,62,112,24,0,13,69,3,1,30,94,8,473,175,0.253,0.395,0.3,0.695,0.063,0.199
10254,95436,2014,1,KBO,Samsung,127,506,83,156,30,0,32,101,5,1,40,77,10,546,282,0.308,0.557,0.359,0.916,0.073,0.141
10255,95436,2015,1,KBO,Samsung,122,470,87,156,28,1,26,90,2,1,40,71,10,510,264,0.332,0.562,0.384,0.946,0.078,0.139
10256,95436,2016,1,KBO,Samsung,142,542,91,164,32,2,27,118,5,2,65,89,7,607,281,0.303,0.518,0.377,0.896,0.107,0.147
10257,95436,2017,1,KBO,Samsung,135,472,65,132,30,5,24,87,1,1,47,85,7,519,244,0.28,0.517,0.345,0.862,0.091,0.164
10258,95449,1995,1,KBO,Samsung,58,56,5,10,1,1,0,3,5,1,3,11,1,59,13,0.179,0.232,0.22,0.452,0.051,0.186
10259,95449,1996,1,KBO,Samsung,29,33,4,5,0,0,0,2,2,2,7,9,1,40,5,0.152,0.152,0.3,0.452,0.175,0.225
10260,95451,1996,1,KBO,Samsung,10,11,1,2,0,0,0,1,0,1,2,1,0,13,2,0.182,0.182,0.308,0.49,0.154,0.077
10261,95458,1995,1,KBO,Samsung,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
10262,95458,1996,1,KBO,Samsung,11,9,0,0,0,0,0,0,0,0,0,3,0,9,0,0.0,0.0,0.0,0.0,0.0,0.333
10263,95458,1997,1,KBO,Samsung,8,9,2,4,0,0,0,0,0,0,0,1,0,9,4,0.444,0.444,0.444,0.889,0.0,0.111
10264,95458,2001,1,KBO,Hanwha,8,9,1,3,0,0,0,0,1,0,0,0,0,9,3,0.333,0.333,0.333,0.667,0.0,0.0
10265,95459,2004,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10266,95468,1995,1,KBO,Samsung,6,4,0,0,0,0,0,0,0,0,2,1,0,6,0,0.0,0.0,0.333,0.333,0.333,0.167
10267,95468,1996,1,KBO,Samsung,23,68,7,19,11,0,0,10,0,1,6,9,3,74,30,0.279,0.441,0.338,0.779,0.081,0.122
10268,95468,1997,1,KBO,Samsung,17,17,1,2,0,0,0,1,0,0,2,6,1,19,2,0.118,0.118,0.211,0.328,0.105,0.316
10269,95468,1998,1,KBO,Samsung,6,8,0,2,0,0,0,0,0,0,2,1,0,10,2,0.25,0.25,0.4,0.65,0.2,0.1
10270,95468,1999,1,KBO,Samsung,20,20,1,0,0,0,0,0,0,0,4,5,0,24,0,0.0,0.0,0.167,0.167,0.167,0.208
10271,95468,2001,1,KBO,Samsung,7,6,0,0,0,0,0,0,0,0,0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.333
10272,95468,2002,1,KBO,Samsung,12,11,1,2,0,0,0,0,0,0,0,4,0,11,2,0.182,0.182,0.182,0.364,0.0,0.364
10273,95468,2003,1,KBO,Samsung,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
10274,95468,2004,1,KBO,Lotte,59,126,13,28,4,0,2,14,0,1,13,31,5,139,38,0.222,0.302,0.295,0.597,0.094,0.223
10275,95468,2005,1,KBO,Lotte,14,14,1,2,0,0,0,0,0,0,5,3,0,19,2,0.143,0.143,0.368,0.511,0.263,0.158
10276,95468,2006,1,KBO,Lotte,50,70,10,20,5,0,1,8,0,0,13,14,0,83,28,0.286,0.4,0.398,0.798,0.157,0.169
10277,95468,2007,1,KBO,Lotte,5,6,0,0,0,0,0,0,0,0,1,6,0,7,0,0.0,0.0,0.143,0.143,0.143,0.857
10278,95486,1982,1,KBO,Samsung,71,235,30,54,9,0,5,27,7,2,25,10,2,260,78,0.23,0.332,0.304,0.636,0.096,0.038
10279,95486,1983,1,KBO,Samsung,78,228,27,65,10,2,2,22,6,1,24,11,5,252,85,0.285,0.373,0.353,0.726,0.095,0.044
10280,95486,1984,1,KBO,Samsung,44,104,5,25,2,0,0,5,4,1,9,13,2,113,27,0.24,0.26,0.301,0.561,0.08,0.115
10281,95486,1985,1,KBO,Samsung,91,161,18,44,8,1,3,18,5,2,8,11,0,169,63,0.273,0.391,0.308,0.699,0.047,0.065
10282,95486,1986,1,KBO,Samsung,72,94,5,25,3,0,1,11,2,1,6,7,7,100,31,0.266,0.33,0.31,0.64,0.06,0.07
10283,95518,1995,1,KBO,Lotte,48,95,12,21,4,1,1,8,1,0,14,24,0,109,30,0.221,0.316,0.321,0.637,0.128,0.22
10284,95518,1996,1,KBO,Lotte,108,354,62,102,22,3,8,51,10,6,40,55,13,394,154,0.288,0.435,0.36,0.795,0.102,0.14
10285,95518,1997,1,KBO,Lotte,112,379,53,114,19,4,19,63,12,1,36,66,10,415,198,0.301,0.522,0.361,0.884,0.087,0.159
10286,95518,1999,1,KBO,Lotte,100,342,49,90,21,2,6,39,12,3,40,59,11,382,133,0.263,0.389,0.34,0.729,0.105,0.154
10287,95518,2000,1,KBO,Lotte,111,344,40,83,19,2,6,39,23,3,47,54,4,391,124,0.241,0.36,0.332,0.693,0.12,0.138
10288,95518,2001,1,KBO,Lotte,123,427,76,123,21,4,5,53,15,6,72,68,5,499,167,0.288,0.391,0.391,0.782,0.144,0.136
10289,95518,2002,1,KBO,Lotte,94,346,37,90,15,0,9,35,6,5,25,62,8,371,132,0.26,0.382,0.31,0.691,0.067,0.167
10290,95518,2003,1,KBO,Lotte,118,357,40,84,11,1,0,18,7,8,19,65,9,376,97,0.235,0.272,0.274,0.546,0.051,0.173
